cancer,cancer_label,volume,sex,per1,per2,country_code,country_label,cases,py,asr,rank
6,"Oesophagus",1,1,1960,1962,82609,"UK, England, West Midlands Region",377,7053300,4.60,10
36,"Non-Hodgkin lymphoma",1,1,1960,1962,82609,"UK, England, West Midlands Region",300,7053300,3.69,11
15,"Larynx",1,1,1960,1962,82609,"UK, England, West Midlands Region",302,7053300,3.52,12
30,"Bladder",1,1,1960,1962,82609,"UK, England, West Midlands Region",291,7053300,3.44,13
35,"Hodgkin lymphoma",1,1,1960,1962,82609,"UK, England, West Midlands Region",198,7053300,2.59,14
28,"Testis",1,1,1960,1962,82609,"UK, England, West Midlands Region",152,7053300,2.03,15
12,"Gallbladder etc.",1,1,1960,1962,82609,"UK, England, West Midlands Region",129,7053300,1.49,16
20,"Connective tissue",1,1,1960,1962,82609,"UK, England, West Midlands Region",118,7053300,1.48,17
37,"Multiple myeloma",1,1,1960,1962,82609,"UK, England, West Midlands Region",88,7053300,1.02,18
26,"Penis",1,1,1960,1962,82609,"UK, England, West Midlands Region",77,7053300,0.94,19
18,"Melanoma of skin",1,1,1960,1962,82609,"UK, England, West Midlands Region",75,7053300,0.93,20
17,"Bone",1,1,1960,1962,82609,"UK, England, West Midlands Region",62,7053300,0.84,21
14,"Nose sinuses etc.",1,1,1960,1962,82609,"UK, England, West Midlands Region",68,7053300,0.81,22
11,"Liver",1,1,1960,1962,82609,"UK, England, West Midlands Region",65,7053300,0.80,23
34,"Other endocrine",1,1,1960,1962,82609,"UK, England, West Midlands Region",50,7053300,0.61,24
8,"Small intestine",1,1,1960,1962,82609,"UK, England, West Midlands Region",52,7053300,0.61,25
33,"Thyroid",1,1,1960,1962,82609,"UK, England, West Midlands Region",44,7053300,0.50,26
31,"Eye",1,1,1960,1962,82609,"UK, England, West Midlands Region",39,7053300,0.46,27
21,"Breast",1,1,1960,1962,82609,"UK, England, West Midlands Region",39,7053300,0.44,28
25,"Other female genital organs",1,1,1960,1962,82609,"UK, England, West Midlands Region",0,7053300,0.00,29
22,"Cervix uteri",1,1,1960,1962,82609,"UK, England, West Midlands Region",0,7053300,0.00,30
23,"Corpus uteri",1,1,1960,1962,82609,"UK, England, West Midlands Region",0,7053300,0.00,31
24,"Ovary etc.",1,1,1960,1962,82609,"UK, England, West Midlands Region",0,7053300,0.00,32
27,"Prostate",10,1,2003,2007,82609,"UK, England, West Midlands Region",17126,13126390,67.32,1
16,"Lung (incl. trachea and bronchus)",10,1,2003,2007,82609,"UK, England, West Midlands Region",10021,13126390,39.39,2
52,"Colorectum",10,1,2003,2007,82609,"UK, England, West Midlands Region",9491,13126390,38.58,3
30,"Bladder",10,1,2003,2007,82609,"UK, England, West Midlands Region",3435,13126390,13.16,4
36,"Non-Hodgkin lymphoma",10,1,2003,2007,82609,"UK, England, West Midlands Region",2338,13126390,10.85,5
7,"Stomach",10,1,2003,2007,82609,"UK, England, West Midlands Region",2623,13126390,10.19,6
6,"Oesophagus",10,1,2003,2007,82609,"UK, England, West Midlands Region",2291,13126390,9.49,7
38,"Leukaemia",10,1,2003,2007,82609,"UK, England, West Midlands Region",1859,13126390,9.48,8
18,"Melanoma of skin",10,1,2003,2007,82609,"UK, England, West Midlands Region",1793,13126390,8.85,9
29,"Kidney",10,1,2003,2007,82609,"UK, England, West Midlands Region",1880,13126390,8.37,10
51,"Lip, oral cavity and pharynx",10,1,2003,2007,82609,"UK, England, West Midlands Region",1610,13126390,7.98,11
28,"Testis",10,1,2003,2007,82609,"UK, England, West Midlands Region",904,13126390,6.59,12
13,"Pancreas",10,1,2003,2007,82609,"UK, England, West Midlands Region",1636,13126390,6.52,13
32,"Brain, central nervous system",10,1,2003,2007,82609,"UK, England, West Midlands Region",1079,13126390,5.95,14
37,"Multiple myeloma",10,1,2003,2007,82609,"UK, England, West Midlands Region",974,13126390,3.92,15
11,"Liver",10,1,2003,2007,82609,"UK, England, West Midlands Region",857,13126390,3.65,16
15,"Larynx",10,1,2003,2007,82609,"UK, England, West Midlands Region",765,13126390,3.45,17
35,"Hodgkin lymphoma",10,1,2003,2007,82609,"UK, England, West Midlands Region",364,13126390,2.43,18
20,"Connective tissue",10,1,2003,2007,82609,"UK, England, West Midlands Region",386,13126390,1.98,19
33,"Thyroid",10,1,2003,2007,82609,"UK, England, West Midlands Region",222,13126390,1.21,20
26,"Penis",10,1,2003,2007,82609,"UK, England, West Midlands Region",253,13126390,1.15,21
12,"Gallbladder etc.",10,1,2003,2007,82609,"UK, England, West Midlands Region",261,13126390,1.10,22
8,"Small intestine",10,1,2003,2007,82609,"UK, England, West Midlands Region",240,13126390,1.05,23
17,"Bone",10,1,2003,2007,82609,"UK, England, West Midlands Region",118,13126390,0.79,24
14,"Nose sinuses etc.",10,1,2003,2007,82609,"UK, England, West Midlands Region",115,13126390,0.57,25
21,"Breast",10,1,2003,2007,82609,"UK, England, West Midlands Region",125,13126390,0.52,26
34,"Other endocrine",10,1,2003,2007,82609,"UK, England, West Midlands Region",63,13126390,0.49,27
31,"Eye",10,1,2003,2007,82609,"UK, England, West Midlands Region",76,13126390,0.47,28
22,"Cervix uteri",10,1,2003,2007,82609,"UK, England, West Midlands Region",0,13126390,0.00,29
23,"Corpus uteri",10,1,2003,2007,82609,"UK, England, West Midlands Region",0,13126390,0.00,30
25,"Other female genital organs",10,1,2003,2007,82609,"UK, England, West Midlands Region",0,13126390,0.00,31
24,"Ovary etc.",10,1,2003,2007,82609,"UK, England, West Midlands Region",0,13126390,0.00,32
16,"Lung (incl. trachea and bronchus)",1,1,1960,1962,84006,"USA, Connecticut",1895,3833490,42.74,1
52,"Colorectum",1,1,1960,1962,84006,"USA, Connecticut",1830,3833490,40.36,2
27,"Prostate",1,1,1960,1962,84006,"USA, Connecticut",1552,3833490,33.84,3
7,"Stomach",1,1,1960,1962,84006,"USA, Connecticut",816,3833490,17.84,4
29,"Kidney",1,1,1960,1962,84006,"USA, Connecticut",759,3833490,16.80,5
51,"Lip, oral cavity and pharynx",1,1,1960,1962,84006,"USA, Connecticut",706,3833490,15.99,6
38,"Leukaemia",1,1,1960,1962,84006,"USA, Connecticut",420,3833490,9.86,7
13,"Pancreas",1,1,1960,1962,84006,"USA, Connecticut",408,3833490,9.09,8
15,"Larynx",1,1,1960,1962,84006,"USA, Connecticut",315,3833490,7.07,9
30,"Bladder",1,1,1960,1962,84006,"USA, Connecticut",274,3833490,6.16,10
6,"Oesophagus",1,1,1960,1962,84006,"USA, Connecticut",265,3833490,5.99,11
32,"Brain, central nervous system",1,1,1960,1962,84006,"USA, Connecticut",227,3833490,5.54,12
36,"Non-Hodgkin lymphoma",1,1,1960,1962,84006,"USA, Connecticut",232,3833490,5.50,13
35,"Hodgkin lymphoma",1,1,1960,1962,84006,"USA, Connecticut",129,3833490,3.38,14
18,"Melanoma of skin",1,1,1960,1962,84006,"USA, Connecticut",127,3833490,3.04,15
20,"Connective tissue",1,1,1960,1962,84006,"USA, Connecticut",112,3833490,2.67,16
28,"Testis",1,1,1960,1962,84006,"USA, Connecticut",93,3833490,2.37,17
11,"Liver",1,1,1960,1962,84006,"USA, Connecticut",104,3833490,2.37,18
12,"Gallbladder etc.",1,1,1960,1962,84006,"USA, Connecticut",105,3833490,2.30,19
37,"Multiple myeloma",1,1,1960,1962,84006,"USA, Connecticut",97,3833490,2.17,20
17,"Bone",1,1,1960,1962,84006,"USA, Connecticut",44,3833490,1.18,21
33,"Thyroid",1,1,1960,1962,84006,"USA, Connecticut",49,3833490,1.15,22
8,"Small intestine",1,1,1960,1962,84006,"USA, Connecticut",50,3833490,1.12,23
21,"Breast",1,1,1960,1962,84006,"USA, Connecticut",37,3833490,0.82,24
26,"Penis",1,1,1960,1962,84006,"USA, Connecticut",33,3833490,0.76,25
34,"Other endocrine",1,1,1960,1962,84006,"USA, Connecticut",26,3833490,0.67,26
31,"Eye",1,1,1960,1962,84006,"USA, Connecticut",26,3833490,0.63,27
14,"Nose sinuses etc.",1,1,1960,1962,84006,"USA, Connecticut",24,3833490,0.56,28
24,"Ovary etc.",1,1,1960,1962,84006,"USA, Connecticut",0,3833490,0.00,29
22,"Cervix uteri",1,1,1960,1962,84006,"USA, Connecticut",0,3833490,0.00,30
23,"Corpus uteri",1,1,1960,1962,84006,"USA, Connecticut",0,3833490,0.00,31
25,"Other female genital organs",1,1,1960,1962,84006,"USA, Connecticut",0,3833490,0.00,32
27,"Prostate",10,1,2003,2007,84006,"USA, Connecticut",13884,8467492,112.89,1
16,"Lung (incl. trachea and bronchus)",10,1,2003,2007,84006,"USA, Connecticut",6576,8467492,49.01,2
52,"Colorectum",10,1,2003,2007,84006,"USA, Connecticut",4924,8467492,36.58,3
30,"Bladder",10,1,2003,2007,84006,"USA, Connecticut",3651,8467492,25.82,4
18,"Melanoma of skin",10,1,2003,2007,84006,"USA, Connecticut",2418,8467492,19.22,5
36,"Non-Hodgkin lymphoma",10,1,2003,2007,84006,"USA, Connecticut",2164,8467492,16.86,6
29,"Kidney",10,1,2003,2007,84006,"USA, Connecticut",1820,8467492,14.63,7
51,"Lip, oral cavity and pharynx",10,1,2003,2007,84006,"USA, Connecticut",1386,8467492,11.45,8
38,"Leukaemia",10,1,2003,2007,84006,"USA, Connecticut",1278,8467492,10.91,9
13,"Pancreas",10,1,2003,2007,84006,"USA, Connecticut",1302,8467492,9.67,10
7,"Stomach",10,1,2003,2007,84006,"USA, Connecticut",1039,8467492,7.61,11
11,"Liver",10,1,2003,2007,84006,"USA, Connecticut",873,8467492,6.94,12
32,"Brain, central nervous system",10,1,2003,2007,84006,"USA, Connecticut",684,8467492,6.56,13
6,"Oesophagus",10,1,2003,2007,84006,"USA, Connecticut",818,8467492,6.31,14
33,"Thyroid",10,1,2003,2007,84006,"USA, Connecticut",632,8467492,5.81,15
28,"Testis",10,1,2003,2007,84006,"USA, Connecticut",511,8467492,5.78,16
37,"Multiple myeloma",10,1,2003,2007,84006,"USA, Connecticut",643,8467492,4.71,17
15,"Larynx",10,1,2003,2007,84006,"USA, Connecticut",569,8467492,4.57,18
35,"Hodgkin lymphoma",10,1,2003,2007,84006,"USA, Connecticut",333,8467492,3.50,19
20,"Connective tissue",10,1,2003,2007,84006,"USA, Connecticut",366,8467492,3.15,20
12,"Gallbladder etc.",10,1,2003,2007,84006,"USA, Connecticut",253,8467492,1.83,21
8,"Small intestine",10,1,2003,2007,84006,"USA, Connecticut",209,8467492,1.66,22
17,"Bone",10,1,2003,2007,84006,"USA, Connecticut",115,8467492,1.18,23
21,"Breast",10,1,2003,2007,84006,"USA, Connecticut",136,8467492,1.05,24
31,"Eye",10,1,2003,2007,84006,"USA, Connecticut",77,8467492,0.72,25
26,"Penis",10,1,2003,2007,84006,"USA, Connecticut",86,8467492,0.64,26
34,"Other endocrine",10,1,2003,2007,84006,"USA, Connecticut",43,8467492,0.57,27
14,"Nose sinuses etc.",10,1,2003,2007,84006,"USA, Connecticut",65,8467492,0.52,28
25,"Other female genital organs",10,1,2003,2007,84006,"USA, Connecticut",0,8467492,0.00,29
24,"Ovary etc.",10,1,2003,2007,84006,"USA, Connecticut",0,8467492,0.00,30
23,"Corpus uteri",10,1,2003,2007,84006,"USA, Connecticut",0,8467492,0.00,31
22,"Cervix uteri",10,1,2003,2007,84006,"USA, Connecticut",0,8467492,0.00,32
52,"Colorectum",1,1,1960,1963,84020,"USA, Hawaii",293,1352680,28.19,1
16,"Lung (incl. trachea and bronchus)",1,1,1960,1963,84020,"USA, Hawaii",281,1352680,27.46,2
7,"Stomach",1,1,1960,1963,84020,"USA, Hawaii",281,1352680,27.32,3
27,"Prostate",1,1,1960,1963,84020,"USA, Hawaii",190,1352680,19.23,4
51,"Lip, oral cavity and pharynx",1,1,1960,1963,84020,"USA, Hawaii",114,1352680,10.47,5
29,"Kidney",1,1,1960,1963,84020,"USA, Hawaii",90,1352680,8.06,6
38,"Leukaemia",1,1,1960,1963,84020,"USA, Hawaii",84,1352680,7.55,7
13,"Pancreas",1,1,1960,1963,84020,"USA, Hawaii",72,1352680,6.97,8
11,"Liver",1,1,1960,1963,84020,"USA, Hawaii",72,1352680,6.82,9
6,"Oesophagus",1,1,1960,1963,84020,"USA, Hawaii",55,1352680,5.59,10
36,"Non-Hodgkin lymphoma",1,1,1960,1963,84020,"USA, Hawaii",59,1352680,5.47,11
30,"Bladder",1,1,1960,1963,84020,"USA, Hawaii",40,1352680,4.00,12
33,"Thyroid",1,1,1960,1963,84020,"USA, Hawaii",44,1352680,3.76,13
15,"Larynx",1,1,1960,1963,84020,"USA, Hawaii",38,1352680,3.52,14
32,"Brain, central nervous system",1,1,1960,1963,84020,"USA, Hawaii",39,1352680,3.14,15
35,"Hodgkin lymphoma",1,1,1960,1963,84020,"USA, Hawaii",31,1352680,2.80,16
12,"Gallbladder etc.",1,1,1960,1963,84020,"USA, Hawaii",24,1352680,2.38,17
28,"Testis",1,1,1960,1963,84020,"USA, Hawaii",29,1352680,2.19,18
20,"Connective tissue",1,1,1960,1963,84020,"USA, Hawaii",25,1352680,1.91,19
18,"Melanoma of skin",1,1,1960,1963,84020,"USA, Hawaii",19,1352680,1.61,20
37,"Multiple myeloma",1,1,1960,1963,84020,"USA, Hawaii",14,1352680,1.34,21
14,"Nose sinuses etc.",1,1,1960,1963,84020,"USA, Hawaii",13,1352680,1.06,22
17,"Bone",1,1,1960,1963,84020,"USA, Hawaii",9,1352680,0.74,23
26,"Penis",1,1,1960,1963,84020,"USA, Hawaii",5,1352680,0.56,24
8,"Small intestine",1,1,1960,1963,84020,"USA, Hawaii",6,1352680,0.44,25
31,"Eye",1,1,1960,1963,84020,"USA, Hawaii",5,1352680,0.40,26
34,"Other endocrine",1,1,1960,1963,84020,"USA, Hawaii",1,1352680,0.09,27
25,"Other female genital organs",1,1,1960,1963,84020,"USA, Hawaii",0,1352680,0.00,28
24,"Ovary etc.",1,1,1960,1963,84020,"USA, Hawaii",0,1352680,0.00,29
21,"Breast",1,1,1960,1963,84020,"USA, Hawaii",0,1352680,0.00,30
23,"Corpus uteri",1,1,1960,1963,84020,"USA, Hawaii",0,1352680,0.00,31
22,"Cervix uteri",1,1,1960,1963,84020,"USA, Hawaii",0,1352680,0.00,32
27,"Prostate",10,1,2003,2007,84020,"USA, Hawaii",4234,3180667,83.69,1
16,"Lung (incl. trachea and bronchus)",10,1,2003,2007,84020,"USA, Hawaii",2214,3180667,43.78,2
52,"Colorectum",10,1,2003,2007,84020,"USA, Hawaii",1935,3180667,40.15,3
18,"Melanoma of skin",10,1,2003,2007,84020,"USA, Hawaii",787,3180667,17.54,4
30,"Bladder",10,1,2003,2007,84020,"USA, Hawaii",803,3180667,14.92,5
36,"Non-Hodgkin lymphoma",10,1,2003,2007,84020,"USA, Hawaii",629,3180667,12.63,6
51,"Lip, oral cavity and pharynx",10,1,2003,2007,84020,"USA, Hawaii",540,3180667,12.52,7
29,"Kidney",10,1,2003,2007,84020,"USA, Hawaii",562,3180667,12.51,8
11,"Liver",10,1,2003,2007,84020,"USA, Hawaii",484,3180667,10.64,9
38,"Leukaemia",10,1,2003,2007,84020,"USA, Hawaii",397,3180667,9.20,10
7,"Stomach",10,1,2003,2007,84020,"USA, Hawaii",489,3180667,8.89,11
13,"Pancreas",10,1,2003,2007,84020,"USA, Hawaii",459,3180667,8.85,12
28,"Testis",10,1,2003,2007,84020,"USA, Hawaii",162,3180667,4.66,13
6,"Oesophagus",10,1,2003,2007,84020,"USA, Hawaii",223,3180667,4.60,14
33,"Thyroid",10,1,2003,2007,84020,"USA, Hawaii",184,3180667,4.52,15
32,"Brain, central nervous system",10,1,2003,2007,84020,"USA, Hawaii",144,3180667,3.90,16
37,"Multiple myeloma",10,1,2003,2007,84020,"USA, Hawaii",189,3180667,3.81,17
15,"Larynx",10,1,2003,2007,84020,"USA, Hawaii",156,3180667,3.40,18
20,"Connective tissue",10,1,2003,2007,84020,"USA, Hawaii",132,3180667,2.91,19
12,"Gallbladder etc.",10,1,2003,2007,84020,"USA, Hawaii",112,3180667,2.17,20
35,"Hodgkin lymphoma",10,1,2003,2007,84020,"USA, Hawaii",75,3180667,1.93,21
8,"Small intestine",10,1,2003,2007,84020,"USA, Hawaii",63,3180667,1.39,22
14,"Nose sinuses etc.",10,1,2003,2007,84020,"USA, Hawaii",39,3180667,0.93,23
34,"Other endocrine",10,1,2003,2007,84020,"USA, Hawaii",16,3180667,0.71,24
26,"Penis",10,1,2003,2007,84020,"USA, Hawaii",36,3180667,0.68,25
17,"Bone",10,1,2003,2007,84020,"USA, Hawaii",24,3180667,0.67,26
21,"Breast",10,1,2003,2007,84020,"USA, Hawaii",25,3180667,0.52,27
31,"Eye",10,1,2003,2007,84020,"USA, Hawaii",19,3180667,0.45,28
24,"Ovary etc.",10,1,2003,2007,84020,"USA, Hawaii",0,3180667,0.00,29
25,"Other female genital organs",10,1,2003,2007,84020,"USA, Hawaii",0,3180667,0.00,30
22,"Cervix uteri",10,1,2003,2007,84020,"USA, Hawaii",0,3180667,0.00,31
23,"Corpus uteri",10,1,2003,2007,84020,"USA, Hawaii",0,3180667,0.00,32
21,"Breast",1,2,1960,1962,124,"Canada",2744,5292900,53.34,1
52,"Colorectum",1,2,1960,1962,124,"Canada",1364,5292900,25.65,2
22,"Cervix uteri",1,2,1960,1962,124,"Canada",1233,5292900,23.87,3
23,"Corpus uteri",1,2,1960,1962,124,"Canada",615,5292900,12.56,4
24,"Ovary etc.",1,2,1960,1962,124,"Canada",561,5292900,11.11,5
7,"Stomach",1,2,1960,1962,124,"Canada",552,5292900,10.16,6
13,"Pancreas",1,2,1960,1962,124,"Canada",261,5292900,4.82,7
51,"Lip, oral cavity and pharynx",1,2,1960,1962,124,"Canada",249,5292900,4.77,8
16,"Lung (incl. trachea and bronchus)",1,2,1960,1962,124,"Canada",234,5292900,4.53,9
38,"Leukaemia",1,2,1960,1962,124,"Canada",245,5292900,4.45,10
32,"Brain, central nervous system",1,2,1960,1962,124,"Canada",219,5292900,4.25,11
36,"Non-Hodgkin lymphoma",1,2,1960,1962,124,"Canada",179,5292900,3.41,12
12,"Gallbladder etc.",1,2,1960,1962,124,"Canada",189,5292900,3.38,13
30,"Bladder",1,2,1960,1962,124,"Canada",173,5292900,3.32,14
25,"Other female genital organs",1,2,1960,1962,124,"Canada",164,5292900,3.06,15
29,"Kidney",1,2,1960,1962,124,"Canada",143,5292900,2.45,16
33,"Thyroid",1,2,1960,1962,124,"Canada",122,5292900,2.36,17
18,"Melanoma of skin",1,2,1960,1962,124,"Canada",117,5292900,2.28,18
35,"Hodgkin lymphoma",1,2,1960,1962,124,"Canada",85,5292900,1.75,19
20,"Connective tissue",1,2,1960,1962,124,"Canada",83,5292900,1.61,20
37,"Multiple myeloma",1,2,1960,1962,124,"Canada",68,5292900,1.32,21
6,"Oesophagus",1,2,1960,1962,124,"Canada",60,5292900,1.07,22
17,"Bone",1,2,1960,1962,124,"Canada",53,5292900,1.01,23
8,"Small intestine",1,2,1960,1962,124,"Canada",33,5292900,0.67,24
31,"Eye",1,2,1960,1962,124,"Canada",32,5292900,0.60,25
11,"Liver",1,2,1960,1962,124,"Canada",34,5292900,0.57,26
14,"Nose sinuses etc.",1,2,1960,1962,124,"Canada",27,5292900,0.49,27
34,"Other endocrine",1,2,1960,1962,124,"Canada",18,5292900,0.35,28
15,"Larynx",1,2,1960,1962,124,"Canada",11,5292900,0.19,29
26,"Penis",1,2,1960,1962,124,"Canada",0,5292900,0.00,30
27,"Prostate",1,2,1960,1962,124,"Canada",0,5292900,0.00,31
28,"Testis",1,2,1960,1962,124,"Canada",0,5292900,0.00,32
21,"Breast",10,2,2003,2007,124,"Canada",17099,15014168,76.54,1
16,"Lung (incl. trachea and bronchus)",10,2,2003,2007,124,"Canada",8045,15014168,33.04,2
52,"Colorectum",10,2,2003,2007,124,"Canada",7866,15014168,29.32,3
23,"Corpus uteri",10,2,2003,2007,124,"Canada",3664,15014168,17.08,4
33,"Thyroid",10,2,2003,2007,124,"Canada",2005,15014168,10.72,5
36,"Non-Hodgkin lymphoma",10,2,2003,2007,124,"Canada",2498,15014168,10.26,6
24,"Ovary etc.",10,2,2003,2007,124,"Canada",1907,15014168,8.32,7
18,"Melanoma of skin",10,2,2003,2007,124,"Canada",1771,15014168,8.27,8
38,"Leukaemia",10,2,2003,2007,124,"Canada",1663,15014168,7.72,9
22,"Cervix uteri",10,2,2003,2007,124,"Canada",1340,15014168,6.94,10
29,"Kidney",10,2,2003,2007,124,"Canada",1568,15014168,6.69,11
30,"Bladder",10,2,2003,2007,124,"Canada",1633,15014168,6.21,12
13,"Pancreas",10,2,2003,2007,124,"Canada",1614,15014168,5.63,13
32,"Brain, central nervous system",10,2,2003,2007,124,"Canada",817,15014168,4.26,14
51,"Lip, oral cavity and pharynx",10,2,2003,2007,124,"Canada",909,15014168,3.75,15
7,"Stomach",10,2,2003,2007,124,"Canada",930,15014168,3.36,16
37,"Multiple myeloma",10,2,2003,2007,124,"Canada",761,15014168,2.92,17
25,"Other female genital organs",10,2,2003,2007,124,"Canada",602,15014168,2.42,18
35,"Hodgkin lymphoma",10,2,2003,2007,124,"Canada",359,15014168,2.23,19
12,"Gallbladder etc.",10,2,2003,2007,124,"Canada",487,15014168,1.76,20
20,"Connective tissue",10,2,2003,2007,124,"Canada",362,15014168,1.76,21
11,"Liver",10,2,2003,2007,124,"Canada",438,15014168,1.63,22
6,"Oesophagus",10,2,2003,2007,124,"Canada",284,15014168,0.99,23
8,"Small intestine",10,2,2003,2007,124,"Canada",226,15014168,0.90,24
17,"Bone",10,2,2003,2007,124,"Canada",143,15014168,0.87,25
15,"Larynx",10,2,2003,2007,124,"Canada",132,15014168,0.57,26
31,"Eye",10,2,2003,2007,124,"Canada",93,15014168,0.48,27
34,"Other endocrine",10,2,2003,2007,124,"Canada",48,15014168,0.35,28
14,"Nose sinuses etc.",10,2,2003,2007,124,"Canada",71,15014168,0.28,29
28,"Testis",10,2,2003,2007,124,"Canada",0,15014168,0.00,30
27,"Prostate",10,2,2003,2007,124,"Canada",0,15014168,0.00,31
26,"Penis",10,2,2003,2007,124,"Canada",0,15014168,0.00,32
22,"Cervix uteri",1,2,1962,1964,17001,"Colombia, Cali",454,732048,99.95,1
21,"Breast",1,2,1962,1964,17001,"Colombia, Cali",134,732048,31.35,2
7,"Stomach",1,2,1962,1964,17001,"Colombia, Cali",90,732048,23.45,3
24,"Ovary etc.",1,2,1962,1964,17001,"Colombia, Cali",61,732048,12.58,4
51,"Lip, oral cavity and pharynx",1,2,1962,1964,17001,"Colombia, Cali",41,732048,9.40,5
12,"Gallbladder etc.",1,2,1962,1964,17001,"Colombia, Cali",35,732048,8.92,6
23,"Corpus uteri",1,2,1962,1964,17001,"Colombia, Cali",34,732048,8.12,7
25,"Other female genital organs",1,2,1962,1964,17001,"Colombia, Cali",29,732048,6.91,8
33,"Thyroid",1,2,1962,1964,17001,"Colombia, Cali",32,732048,6.65,9
11,"Liver",1,2,1962,1964,17001,"Colombia, Cali",19,732048,5.23,10
36,"Non-Hodgkin lymphoma",1,2,1962,1964,17001,"Colombia, Cali",20,732048,4.75,11
52,"Colorectum",1,2,1962,1964,17001,"Colombia, Cali",21,732048,4.71,12
29,"Kidney",1,2,1962,1964,17001,"Colombia, Cali",17,732048,4.62,13
13,"Pancreas",1,2,1962,1964,17001,"Colombia, Cali",16,732048,4.01,14
16,"Lung (incl. trachea and bronchus)",1,2,1962,1964,17001,"Colombia, Cali",14,732048,3.65,15
18,"Melanoma of skin",1,2,1962,1964,17001,"Colombia, Cali",13,732048,3.29,16
38,"Leukaemia",1,2,1962,1964,17001,"Colombia, Cali",10,732048,2.05,17
20,"Connective tissue",1,2,1962,1964,17001,"Colombia, Cali",10,732048,1.79,18
35,"Hodgkin lymphoma",1,2,1962,1964,17001,"Colombia, Cali",9,732048,1.62,19
32,"Brain, central nervous system",1,2,1962,1964,17001,"Colombia, Cali",10,732048,1.56,20
30,"Bladder",1,2,1962,1964,17001,"Colombia, Cali",7,732048,1.05,21
17,"Bone",1,2,1962,1964,17001,"Colombia, Cali",7,732048,1.03,22
6,"Oesophagus",1,2,1962,1964,17001,"Colombia, Cali",4,732048,1.03,23
15,"Larynx",1,2,1962,1964,17001,"Colombia, Cali",4,732048,0.98,24
14,"Nose sinuses etc.",1,2,1962,1964,17001,"Colombia, Cali",3,732048,0.77,25
8,"Small intestine",1,2,1962,1964,17001,"Colombia, Cali",2,732048,0.71,26
37,"Multiple myeloma",1,2,1962,1964,17001,"Colombia, Cali",2,732048,0.62,27
31,"Eye",1,2,1962,1964,17001,"Colombia, Cali",4,732048,0.55,28
34,"Other endocrine",1,2,1962,1964,17001,"Colombia, Cali",2,732048,0.21,29
28,"Testis",1,2,1962,1964,17001,"Colombia, Cali",0,732048,0.00,30
27,"Prostate",1,2,1962,1964,17001,"Colombia, Cali",0,732048,0.00,31
26,"Penis",1,2,1962,1964,17001,"Colombia, Cali",0,732048,0.00,32
21,"Breast",10,2,2003,2007,17001,"Colombia, Cali",2742,5395006,49.20,1
22,"Cervix uteri",10,2,2003,2007,17001,"Colombia, Cali",1181,5395006,20.53,2
52,"Colorectum",10,2,2003,2007,17001,"Colombia, Cali",924,5395006,16.15,3
7,"Stomach",10,2,2003,2007,17001,"Colombia, Cali",822,5395006,13.93,4
33,"Thyroid",10,2,2003,2007,17001,"Colombia, Cali",639,5395006,11.27,5
16,"Lung (incl. trachea and bronchus)",10,2,2003,2007,17001,"Colombia, Cali",512,5395006,8.92,6
24,"Ovary etc.",10,2,2003,2007,17001,"Colombia, Cali",505,5395006,8.88,7
36,"Non-Hodgkin lymphoma",10,2,2003,2007,17001,"Colombia, Cali",475,5395006,8.40,8
38,"Leukaemia",10,2,2003,2007,17001,"Colombia, Cali",372,5395006,6.90,9
23,"Corpus uteri",10,2,2003,2007,17001,"Colombia, Cali",302,5395006,5.51,10
12,"Gallbladder etc.",10,2,2003,2007,17001,"Colombia, Cali",286,5395006,4.95,11
32,"Brain, central nervous system",10,2,2003,2007,17001,"Colombia, Cali",240,5395006,4.41,12
13,"Pancreas",10,2,2003,2007,17001,"Colombia, Cali",203,5395006,3.41,13
51,"Lip, oral cavity and pharynx",10,2,2003,2007,17001,"Colombia, Cali",190,5395006,3.29,14
11,"Liver",10,2,2003,2007,17001,"Colombia, Cali",182,5395006,3.16,15
18,"Melanoma of skin",10,2,2003,2007,17001,"Colombia, Cali",178,5395006,3.12,16
29,"Kidney",10,2,2003,2007,17001,"Colombia, Cali",159,5395006,3.00,17
20,"Connective tissue",10,2,2003,2007,17001,"Colombia, Cali",143,5395006,2.53,18
37,"Multiple myeloma",10,2,2003,2007,17001,"Colombia, Cali",130,5395006,2.35,19
25,"Other female genital organs",10,2,2003,2007,17001,"Colombia, Cali",127,5395006,2.22,20
30,"Bladder",10,2,2003,2007,17001,"Colombia, Cali",130,5395006,2.18,21
17,"Bone",10,2,2003,2007,17001,"Colombia, Cali",80,5395006,1.40,22
6,"Oesophagus",10,2,2003,2007,17001,"Colombia, Cali",82,5395006,1.38,23
35,"Hodgkin lymphoma",10,2,2003,2007,17001,"Colombia, Cali",63,5395006,1.08,24
14,"Nose sinuses etc.",10,2,2003,2007,17001,"Colombia, Cali",40,5395006,0.74,25
8,"Small intestine",10,2,2003,2007,17001,"Colombia, Cali",37,5395006,0.64,26
15,"Larynx",10,2,2003,2007,17001,"Colombia, Cali",36,5395006,0.62,27
31,"Eye",10,2,2003,2007,17001,"Colombia, Cali",24,5395006,0.46,28
34,"Other endocrine",10,2,2003,2007,17001,"Colombia, Cali",11,5395006,0.20,29
28,"Testis",10,2,2003,2007,17001,"Colombia, Cali",0,5395006,0.00,30
